Title,Price,Grape,Closure,Country,Characteristics,Type,ABV,Region,Style,Vintage,Price_bin,ABV_bin,Vintage_bin
Jomain Frères Bourgogne Blanc 2019/20,22.653333333333332,Chardonnay,Natural Cork,France,"{'Green Apple', 'Cream', 'Lemon', 'Peach'}",White,14.5,Burgundy,"{'Ripe', 'Rounded'}",2020.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"Kangarilla Road Chardonnay 2020/21, Adelaide Hills",18.653333333333332,Chardonnay,Screwcap,Australia,"{'Green Apple', 'Lemon', 'Butter', 'Vanilla', 'Peach'}",White,13.0,South Australia,"{'Ripe', 'Rounded'}",2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"Kangarilla Road Shiraz 2020/21, McLaren Vale",19.986666666666668,Shiraz,Screwcap,Australia,"{'Blackberry', 'Tobacco', 'Blackcurrant', 'Chocolate', 'Vanilla', 'Raspberry', 'Black Cherry', 'Black Plum'}",Red,14.5,South Australia,"{'Bold', 'Spicy'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Kanonkop ‘Paul Sauer’ 2018/19, Stellenbosch",71.98666666666666,Cabernet Sauvignon,Natural Cork,South Africa,"{'Blackberry', 'Earth', 'Leather', 'Tobacco', 'Blackcurrant', 'Black Fruit', 'Cigar Box'}",Red,14.5,Stellenbosch,"{'Full Bodied', 'Savoury'}",2019.0,Price>50,13.5<ABV<=14.5,2015<Vintage<=2020
"Katie Jones 'L'Histoire' 2019, Fitou",15.986666666666666,Carignan,Natural Cork,France,"{'Blackberry', 'Black Fruit', 'Rose'}",Red,14.0,Languedoc-Roussillon,"{'Bold', 'Spicy'}",2019.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"Kraal Bay Pinotage 2018, Swartland",14.653333333333334,Pinotage,Screwcap,South Africa,"{'Blackberry', 'Black Pepper', 'Smoke', 'Black Cherry'}",Red,14.0,Swartland,"{'Full Bodied', 'Savoury'}",2018.0,Price<=15,13.5<ABV<=14.5,2015<Vintage<=2020
Kutch Sonoma Coast Chardonnay 2018,74.66666666666667,Chardonnay,Natural Cork,USA,"{'Green Apple', 'Wet Stones', 'Grapefruit', 'Citrus Fruit', 'Vanilla', 'Peach'}",White,13.0,California,"{'Rich', 'Toasty'}",2018.0,Price>50,12.5<ABV<=13.5,2015<Vintage<=2020
"La Belle Angele Sauvignon Blanc Boxed Wine 2.25L, 2020, France",11.106666666666666,Sauvignon Blanc,,France,"{'Green Apple', 'Gooseberry', 'Pear'}",White,11.5,Languedoc-Roussillon,"{'Zesty', 'Crisp'}",2020.0,Price<=15,ABV<=12.5,2015<Vintage<=2020
La Màgia Organic Brunello di Montalcino DOCG 2016/17,53.32,Sangiovese,Natural Cork,Italy,"{'Black Fruit', 'Herbaceous', 'Spice'}",Red,15.0,Tuscany,"{'Full Bodied', 'Savoury'}",2017.0,Price>50,ABV>14.5,2015<Vintage<=2020
La Réserve de Léoville-Barton St-Julien 2018/19,57.32,Cabernet Sauvignon,Natural Cork,France,"{'Blackberry', 'Blackcurrant', 'Cedar'}",Red,14.0,Bordeaux,"{'Full Bodied', 'Savoury'}",2019.0,Price>50,13.5<ABV<=14.5,2015<Vintage<=2020
La Rioja Alta ‘904’ Rioja Gran Reserva 2011/15,99.98666666666666,Tempranillo,Natural Cork,Spain,"{'Spice', 'Vanilla', 'Red Fruit', 'Black Fruit', 'Cigar Box'}",Red,14.5,Rioja And Navarra,"{'Full Bodied', 'Savoury'}",2011.0,Price>50,13.5<ABV<=14.5,Vintage<=2015
"Lâchez-Vous Grenache-Syrah 2019/20, France",13.32,Grenache,Screwcap,France,"{'Sweet Spice', 'Raspberry', 'Strawberry'}",Red,14.0,Languedoc-Roussillon,"{'Smooth', 'Mellow'}",2020.0,Price<=15,13.5<ABV<=14.5,2015<Vintage<=2020
Lanson Le Green Label Organic Brut,66.65333333333334,Pinot Noir,Natural Cork,France,"{'Green Apple', 'Pear', 'Bread'}",White,12.5,,"{'Rich', 'Toasty'}",,Price>50,ABV<=12.5,
Lanson Le Vintage 2009,66.65333333333334,Pinot Noir,Natural Cork,France,"{'Green Apple', 'Biscuit', 'Citrus Fruit', 'Bread'}",White,12.5,,"{'Rich', 'Toasty'}",2009.0,Price>50,ABV<=12.5,Vintage<=2015
"Lapostolle 'Cuvée Alexandre' Chardonnay 2019, Casablanca Valley",26.653333333333332,Chardonnay,Natural Cork,Chile,"{'Green Apple', 'Honey', 'Bread', 'Butter', 'Vanilla', 'Peach'}",White,14.5,Aconcagua,"{'Rich', 'Toasty'}",2019.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Las Maletas Malbec 2022/23, Mendoza",11.986666666666666,Malbec,Natural Cork,Argentina,"{'Red Fruit', 'Black Fruit', 'Violet', 'Ripe Fruit'}",Red,13.5,Mendoza,"{'Soft', 'Fruity'}",2022.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
Laurent-Perrier La Cuvée Champagne Magnum,66.66666666666667,Chardonnay,Natural Cork,France,"{'Green Apple', 'Biscuit', 'Citrus Fruit', 'Bread'}",White,12.0,,"{'Fruity', 'Crisp'}",,Price>50,ABV<=12.5,
"LB7 Red 2018/20 Magnum, Lisbon",11.326666666666666,Castelão ,Natural Cork,Portugal,"{'Blackberry', 'Black Fruit', 'Black Plum', 'Spice'}",Red,13.5,Lisboa,"{'Rich', 'Juicy'}",2020.0,Price<=15,12.5<ABV<=13.5,2015<Vintage<=2020
"Le Cellier des Papes Châteauneuf-du-Pape 2020, Half Bottle",31.973333333333333,Grenache,Natural Cork,France,"{'Blackberry', 'Leather', 'Chocolate', 'Liquorice', 'Red Fruit'}",Red,14.5,Rhône,"{'Bold', 'Spicy'}",2020.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
Le Difese Tenuta San Guido 2020/21,37.32,Cabernet Sauvignon,Natural Cork,Italy,"{'Earth', 'Tobacco', 'Cedar', 'Vanilla', 'Black Cherry'}",Red,14.0,Tuscany,"{'Full Bodied', 'Savoury'}",2020.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
Léon Perdigal Châteauneuf-du-Pape 2020 Magnum,33.32666666666667,Grenache,Natural Cork,France,"{'Red Fruit', 'Dried Herbs', 'Black Plum'}",Red,14.5,Rhône,"{'Bold', 'Spicy'}",2020.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
Les Grandes Serres 'La Pigna' Châteauneuf-du-Pape 2020,37.32,Grenache,Natural Cork,France,"{'Blackberry', 'Earth', 'Spice', 'Raspberry', 'Black Plum'}",Red,14.5,Rhône,"{'Bold', 'Spicy'}",2020.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Lopez de Haro Rosé 2020/21, Rioja",14.653333333333334,Viura,Natural Cork,Spain,"{'Raspberry', 'Peach', 'Strawberry'}",Rosé,13.0,Rioja And Navarra,"{'Ripe', 'Fruity'}",2021.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
Lopez de Heredia 'Viña Tondonia' Rioja Reserva 2010/11,47.98666666666667,Tempranillo,Natural Cork,Spain,"{'Red Fruit', 'Black Fruit', 'Spice', 'Vanilla'}",Red,13.0,Rioja And Navarra,"{'Full Bodied', 'Savoury'}",2010.0,25<Price<=50,12.5<ABV<=13.5,Vintage<=2015
Louis Jadot Bourgogne Pinot Noir 'Les Pierres Rouges' 2020/21,23.986666666666665,Pinot Noir,Natural Cork,France,"{'Cranberry', 'Red Cherry', 'Strawberry'}",Red,13.0,Burgundy,"{'Elegant', 'Light'}",2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
Louis Jadot 'Clos du Cromin' Meursault 2018/20,78.65333333333334,Chardonnay,Natural Cork,France,"{'Honey', 'Cream', 'Butter', 'Hazelnut', 'Stone Fruit'}",White,13.0,Burgundy,"{'Rich', 'Toasty'}",2020.0,Price>50,12.5<ABV<=13.5,2015<Vintage<=2020
Louis Latour 'Domaine Latour' Aloxe-Corton 2017,75.98666666666666,Pinot Noir,Natural Cork,France,"{'Red Cherry', 'Spice', 'Nutmeg', 'Strawberry', 'Raspberry'}",Red,13.5,Burgundy,"{'Elegant', 'Light'}",2017.0,Price>50,12.5<ABV<=13.5,2015<Vintage<=2020
Louis Latour Mâcon-Lugny 2020 Magnum,19.993333333333332,Chardonnay,Natural Cork,France,"{'Lemon', 'Peach', 'Floral', 'Apricot'}",White,13.0,Burgundy,"{'Ripe', 'Rounded'}",2020.0,15<Price<=25,12.5<ABV<=13.5,2015<Vintage<=2020
"Louis Martini Cabernet Sauvignon 2017/18, Napa Valley",49.32,Cabernet Sauvignon,Natural Cork,USA,"{'Blackcurrant', 'Black Plum', 'Vanilla'}",Red,15.0,California,"{'Full Bodied', 'Savoury'}",2018.0,25<Price<=50,ABV>14.5,2015<Vintage<=2020
Louis Roederer 2013/14 Champagne,93.32,Pinot Noir,Natural Cork,France,"{'Bread', 'Chocolate', 'Citrus Fruit', 'Caramel', 'Almond'}",White,12.0,,"{'Rich', 'Toasty'}",2014.0,Price>50,ABV<=12.5,Vintage<=2015
Louis Roederer 'Cristal' Champagne 2012,320.0,Chardonnay,Natural Cork,France,"{'Green Apple', 'Wet Stones', 'Peach', 'Citrus Fruit'}",White,12.0,,"{'Rich', 'Toasty'}",2012.0,Price>50,ABV<=12.5,Vintage<=2015
"Louis Roederer Quartet, California",39.986666666666665,Chardonnay,Natural Cork,USA,"{'Pear', 'Hazelnut', 'Spice'}",White,12.5,,"{'Rich', 'Toasty'}",,25<Price<=50,ABV<=12.5,
Louis Soufflot Chablis 2018,33.32,Chardonnay,Natural Cork,France,"{'Green Apple', 'Cream', 'Lemon', 'Wet Stones'}",White,12.5,Burgundy,"{'Fresh', 'Elegant'}",2018.0,25<Price<=50,ABV<=12.5,2015<Vintage<=2020
"Louis Violland Mercurey 2020/21, Burgundy",34.65333333333333,Pinot Noir,Natural Cork,France,"{'Sweet Spice', 'Red Cherry', 'Earth', 'Strawberry'}",Red,14.0,Burgundy,"{'Elegant', 'Light'}",2020.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Luis Felipe Edwards ‘Macerao’ Orange Wine 2021, Itata",13.32,Muscat,Screwcap,Chile,"{'Quince', 'Lychee', 'Floral'}",Orange,12.5,Chile,"{'Aromatic', 'Floral'}",2021.0,Price<=15,ABV<=12.5,Vintage>2020
"Luis Felipe Edwards 'Late Harvest' Viognier/Sauvignon Blanc 2018/19 Half Bottle, Colchagua Valley",18.64,Viognier,Natural Cork,Chile,"{'Honey', 'Citrus Fruit', 'Stone Fruit'}",White,12.5,Central Valley,"{'Aromatic', 'Floral'}",2019.0,15<Price<=25,ABV<=12.5,2015<Vintage<=2020
Lulu l'Alouette Organic Saumur-Champigny 2020/21,18.653333333333332,Cabernet Franc,Natural Cork,France,"{'Raspberry', 'Earth', 'Strawberry', 'Green Bell Pepper'}",Red,13.5,Loire,"{'Elegant', 'Light'}",2021.0,15<Price<=25,12.5<ABV<=13.5,Vintage>2020
"M. Chapoutier Domaine des Granges de Mirabel Organic Viognier 2019/20, Coteaux de l'Ardèche",22.653333333333332,Viognier,Natural Cork,France,"{'Peach', 'Floral', 'Stone Fruit', 'Apricot'}",White,13.5,Other France,"{'Ripe', 'Rounded'}",2020.0,15<Price<=25,12.5<ABV<=13.5,2015<Vintage<=2020
M.Chapoutier 'Les Moniers' Crozes-Hermitage Blanc 2019,26.653333333333332,Marsanne,Natural Cork,France,"{'Green Apple', 'Peach', 'Citrus Fruit', 'Floral'}",White,13.5,Rhône,"{'Ripe', 'Rounded'}",2019.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
Maison Loron Beaujolais 2020/21,15.986666666666666,Gamay,Natural Cork,France,"{'Raspberry', 'Strawberry', 'Sour Cherry'}",Red,14.0,Beaujolais,"{'Elegant', 'Light'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Majestic Crisp & Zesty 2021/22, South Africa",7.986666666666667,Chenin Blanc,Screwcap,South Africa,"{'Green Apple', 'Citrus Fruit', 'Grass'}",White,12.5,Western Cape,"{'Zesty', 'Crisp'}",2022.0,Price<=15,ABV<=12.5,Vintage>2020
"Majestic Fresh & Juicy 2020/21, South Africa",7.986666666666667,Pinotage,Screwcap,South Africa,"{'Red Fruit', 'Black Fruit', 'Ripe Fruit'}",Red,13.0,Western Cape,"{'Smooth', 'Mellow'}",2021.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
Majestic Loves Rose 2019,9.32,Pinot Grigio,Screwcap,Italy,"{'Red Fruit', 'Raspberry', 'Strawberry'}",Rosé,12.0,Sicily,"{'Delicate', 'Dry'}",2018.0,Price<=15,ABV<=12.5,2015<Vintage<=2020
"Majestic Ripe & Bold 2020/21, South Africa",7.986666666666667,Pinotage,Screwcap,South Africa,"{'Blackcurrant', 'Black Cherry', 'Black Plum'}",Red,13.0,Western Cape,"{'Rich', 'Juicy'}",2021.0,Price<=15,12.5<ABV<=13.5,Vintage>2020
"Majestic Vibrant & Fresh 2020/22, South Africa",7.986666666666667,Chenin Blanc,Screwcap,South Africa,"{'Green Apple', 'Pear', 'Lemon'}",White,12.5,Western Cape,"{'Smooth', 'Light'}",2022.0,Price<=15,ABV<=12.5,Vintage>2020
"MAN Family Wines 'Outentiek' Syrah 2020, South Africa",13.32,Syrah,Screwcap,South Africa,"{'Blackberry', 'Black Pepper', 'Smoke', 'Liquorice'}",Red,13.5,Coastal,"{'Bold', 'Spicy'}",2020.0,Price<=15,12.5<ABV<=13.5,2015<Vintage<=2020
"Marisco Pride & Glory Sauvignon Blanc 2018/20, Marlborough",39.986666666666665,Sauvignon Blanc,Screwcap,New Zealand,"{'Cream', 'Lemon', 'Smoke', 'Lime'}",White,13.5,Marlborough,"{'Fresh', 'Elegant'}",2020.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
"Marquês de Borba ‘Vinhas Velhas’ 2020, Alentejo",19.986666666666668,Alicante Bouschet,Natural Cork,Portugal,"{'Blackberry', 'Black Plum', 'Spice', 'Vanilla'}",Red,14.5,Alentejo,"{'Bold', 'Spicy'}",2020.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
Marqués de Riscal Rioja Gran Reserva 2016/17,63.98666666666667,Tempranillo,Natural Cork,Spain,"{'Red Fruit', 'Black Fruit', 'Spice', 'Vanilla'}",Red,15.0,Rioja And Navarra,"{'Full Bodied', 'Savoury'}",2016.0,Price>50,ABV>14.5,2015<Vintage<=2020
Marqués de Riscal Rioja Reserva 2017/18 Half Bottle,26.64,Tempranillo,Natural Cork,Spain,"{'Red Fruit', 'Black Fruit', 'Vanilla'}",Red,14.5,Rioja And Navarra,"{'Full Bodied', 'Savoury'}",2019.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Martín Códax 'Caixas' Albariño 2020, Rías Baixas",15.986666666666666,Albarino,Screwcap,Spain,"{'Lemon', 'Peach', 'Apricot'}",White,12.5,Galicia,"{'Fresh', 'Elegant'}",2020.0,15<Price<=25,ABV<=12.5,2015<Vintage<=2020
Mas Querido Field Blend 2019,10.653333333333334,Macabeo,Screwcap,Spain,"{'Lime', 'Orange', 'Passionfruit'}",White,13.0,Castilla-La Mancha,"{'Aromatic', 'Floral'}",2019.0,Price<=15,12.5<ABV<=13.5,2015<Vintage<=2020
"Mayacamas Chardonnay 2015, California",73.33333333333333,Chardonnay,Natural Cork,USA,"{'Green Apple', 'Blossom', 'Vanilla', 'Hazelnut', 'Peach'}",White,14.5,California,"{'Rich', 'Toasty'}",2015.0,Price>50,13.5<ABV<=14.5,Vintage<=2015
Moët & Chandon Grand Vintage Rosé 2012/15,113.32,Pinot Noir,Natural Cork,France,"{'Red Plum', 'Red Cherry', 'Strawberry'}",Rosé,12.5,,"{'Rich', 'Toasty'}",2015.0,Price>50,ABV<=12.5,Vintage<=2015
Mon Plaisir du Sud Rosé 2019,10.653333333333334,Grenache,Screwcap,France,"{'Raspberry', 'Peach', 'Strawberry'}",Rosé,12.5,Other France,"{'Delicate', 'Dry'}",2020.0,Price<=15,ABV<=12.5,2015<Vintage<=2020
"Montes ‘Alpha’ Cabernet 2018, Colchagua Valley",45.32,Cabernet Sauvignon,Natural Cork,Chile,"{'Blackcurrant', 'Black Plum', 'Vanilla'}",Red,14.5,Central Valley,"{'Bold', 'Spicy'}",2018.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Montes 'Reserva' Malbec 2021/22, Colchagua Valley",13.32,Malbec,Screwcap,Chile,"{'Ripe Fruit', 'Chocolate', 'Violet', 'Red Fruit', 'Black Fruit'}",Red,14.5,Central Valley,"{'Soft', 'Fruity'}",2022.0,Price<=15,13.5<ABV<=14.5,Vintage>2020
Morellino di Scansano Organic Poggioargentiera 2020,15.986666666666666,Sangiovese,Natural Cork,Italy,"{'Red Cherry', 'Strawberry', 'Vanilla'}",Red,14.0,Tuscany,"{'Full Bodied', 'Savoury'}",2020.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"Most Wanted Lodi Zinfandel 2017, California",11.986666666666666,Zinfandel,Screwcap,USA,"{'Blueberry', 'Black Cherry', 'Spice', 'Vanilla'}",Red,14.5,California,"{'Rich', 'Juicy'}",2017.0,Price<=15,13.5<ABV<=14.5,2015<Vintage<=2020
"Mud House 'Claim 431' Pinot Noir 2017/20, Central Otago",33.32,Pinot Noir,Screwcap,New Zealand,"{'Sweet Spice', 'Red Fruit', 'Black Cherry', 'Blackberry'}",Red,13.5,Central Otago,"{'Elegant', 'Light'}",2020.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
"Mud House Rosé 2020/21, Marlborough",13.32,Sauvignon Blanc,Screwcap,New Zealand,"{'Gooseberry', 'Raspberry', 'Peach', 'Strawberry'}",Rosé,12.5,Marlborough,"{'Ripe', 'Fruity'}",2021.0,Price<=15,ABV<=12.5,Vintage>2020
Muga Rioja Prado Enea Gran Reserva 2015,82.65333333333334,Tempranillo,Natural Cork,Spain,"{'Cocoa', 'Prune', 'Vanilla', 'Red Fruit', 'Black Fruit'}",Red,14.5,Rioja And Navarra,"{'Full Bodied', 'Savoury'}",2015.0,Price>50,13.5<ABV<=14.5,Vintage<=2015
Muga 'Selección Especial' Rioja Reserva 2018,39.986666666666665,Tempranillo,Natural Cork,Spain,"{'Red Fruit', 'Black Fruit', 'Spice', 'Vanilla'}",Red,14.5,Rioja And Navarra,"{'Full Bodied', 'Savoury'}",2018.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Nautilus Chardonnay 2019, Marlborough",34.65333333333333,Chardonnay,Screwcap,New Zealand,"{'Lemon', 'Hazelnut', 'Nectarine', 'Vanilla'}",White,13.0,Marlborough,"{'Rich', 'Toasty'}",2019.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
"Nero Oro Appassimento 2019/20 Magnum, Sicily",13.326666666666666,Nero D'Avola,Screwcap,Italy,"{'Blackberry', 'Sweet Spice', 'Black Plum', 'Vanilla'}",Red,14.0,Sicily,"{'Rich', 'Juicy'}",2020.0,Price<=15,13.5<ABV<=14.5,2015<Vintage<=2020
Nicosia Etna Rosso DOC,19.986666666666668,Nerello,Natural Cork,Italy,"{'Red Fruit', 'Wet Stones', 'Spice'}",Red,13.0,,"{'Elegant', 'Light'}",2016.0,15<Price<=25,12.5<ABV<=13.5,2015<Vintage<=2020
Gonzalez Byass 'Noe' 30-Year-Old Pedro Ximenez Sherry Half Bottle,71.97333333333333,Pedro Ximénez,Natural Cork,Spain,"{'Black Plum', 'Raisin', 'Fig', 'Toffee', 'Black Fruit', 'Coffee'}",White,15.5,,{'nan'},,Price>50,ABV>14.5,
Nos Terroirs Bios Vacqueyras Blanc 2019,23.986666666666665,Roussanne,Natural Cork,France,"{'Honeysuckle', 'Citrus Fruit', 'Stone Fruit'}",White,13.5,Rhône,"{'Ripe', 'Rounded'}",2019.0,15<Price<=25,12.5<ABV<=13.5,2015<Vintage<=2020
Olivier Tricon ‘Léon Valleret’ Chablis 2020,33.32,Chardonnay,Synthetic Cork,France,"{'Green Apple', 'Lemon', 'Wet Stones'}",White,12.5,Burgundy,"{'Fresh', 'Elegant'}",2020.0,25<Price<=50,ABV<=12.5,2015<Vintage<=2020
"Orin Swift Palermo 2019/21, California",73.32000000000001,Cabernet Sauvignon,Natural Cork,USA,"{'Red Cherry', 'Blackcurrant', 'Liquorice', 'Raspberry', 'Sweet Spice'}",Red,15.5,California,"{'Full Bodied', 'Savoury'}",2021.0,Price>50,ABV>14.5,Vintage>2020
"Our 1000 Pledge Malbec 2017, Mendoza",22.653333333333332,Malbec,Natural Cork,Argentina,"{'Spice', 'Black Cherry', 'Black Plum', 'Floral'}",Red,14.5,Mendoza,"{'Rich', 'Juicy'}",2017.0,15<Price<=25,13.5<ABV<=14.5,2015<Vintage<=2020
"Oyster Bay Merlot 2020/21, Hawke's Bay",15.053333333333333,Merlot,Screwcap,New Zealand,"{'Blackberry', 'Chocolate', 'Vanilla', 'Black Fruit', 'Black Plum'}",Red,14.0,Hawkes Bay,"{'Smooth', 'Mellow'}",2021.0,15<Price<=25,13.5<ABV<=14.5,Vintage>2020
"Paolo Leo 'Renèe Bianco Organic' 2020/21, Puglia",13.32,Chardonnay,Natural Cork,Italy,"{'Citrus Fruit', 'Stone Fruit', 'Floral'}",White,12.5,Puglia,"{'Ripe', 'Rounded'}",2021.0,Price<=15,ABV<=12.5,Vintage>2020
Parcel Series Sonoma Coast Pinot Noir 2020,33.32,Pinot Noir,Screwcap,USA,"{'Red Fruit', 'Cream', 'Red Cherry', 'Vanilla'}",Red,15.0,California,"{'Elegant', 'Light'}",2020.0,25<Price<=50,ABV>14.5,2015<Vintage<=2020
"Pasqua ‘Mater Anna’ Rosé 2021/22, Delle Venezie DOC",13.32,Pinot Grigio,Screwcap,Italy,"{'Peach', 'Floral', 'Apricot'}",Rosé,12.5,Veneto,"{'Delicate', 'Dry'}",2022.0,Price<=15,ABV<=12.5,Vintage>2020
Pasqua Bardolino Chiaretto DOC 2020/21,11.986666666666666,Corvina,Natural Cork,Italy,"{'Raspberry', 'Peach', 'Strawberry'}",Rosé,12.0,Veneto,"{'Delicate', 'Dry'}",2021.0,Price<=15,ABV<=12.5,Vintage>2020
"Paul Cluver Sauvignon Blanc 2020, Elgin",19.986666666666668,Sauvignon Blanc,Screwcap,South Africa,"{'Grapefruit', 'Elderflower', 'Green Apple', 'Lemon'}",White,13.5,Western Cape,"{'Zesty', 'Crisp'}",2020.0,15<Price<=25,12.5<ABV<=13.5,2015<Vintage<=2020
Pedro's Almacenista Selection Amontillado Sherry,18.653333333333332,Palomino,Natural Cork,Spain,"{'Caramel', 'Hazelnut', 'Toffee'}",White,19.0,,{'nan'},,15<Price<=25,ABV>14.5,
Pedro's Almacenista Selection Fino,15.986666666666666,Palomino,Natural Cork,Spain,"{'Hazelnut', 'Almond', 'Savoury'}",White,15.0,,{'nan'},,15<Price<=25,ABV>14.5,
Pedro's Almacenista Selection Oloroso Sherry,19.986666666666668,Palomino,Natural Cork,Spain,"{'Toffee', 'Orange', 'Vanilla'}",White,20.0,,{'nan'},,15<Price<=25,ABV>14.5,
Pedro's Almacenista Selection Palo Cortado Sherry,23.986666666666665,Palomino,Natural Cork,Spain,"{'Walnut', 'Almond', 'Vanilla'}",White,20.0,,{'nan'},,15<Price<=25,ABV>14.5,
"Penfolds 'Bin 389' Cabernet Sauvignon-Shiraz 2019/21, Australia",86.66666666666667,Cabernet Sauvignon,Natural Cork,Australia,"{'Blackberry', 'Black Pepper', 'Blackcurrant', 'Vanilla', 'Mint'}",Red,14.5,South Australia,"{'Full Bodied', 'Savoury'}",2019.0,Price>50,13.5<ABV<=14.5,2015<Vintage<=2020
Penfolds Bin A Chardonnay 2019,120.0,Chardonnay,Screwcap,Australia,"{'Green Apple', 'Lemon', 'Smoke', 'Butter', 'Vanilla', 'Peach'}",White,13.0,South Australia,"{'Rich', 'Toasty'}",2019.0,Price>50,12.5<ABV<=13.5,2015<Vintage<=2020
"Penfolds 'St Henri' Shiraz 2018, South Australia",133.33333333333334,Shiraz,Natural Cork,Australia,"{'Blackberry', 'Black Pepper', 'Chocolate', 'Vanilla', 'Black Cherry', 'Coffee'}",Red,14.5,South Australia,"{'Bold', 'Spicy'}",2018.0,Price>50,13.5<ABV<=14.5,2015<Vintage<=2020
"Petaluma Chardonnay 2019/21, Piccadilly Valley",41.32,Chardonnay,Screwcap,Australia,"{'Green Apple', 'Lemon', 'Smoke', 'Butter', 'Vanilla', 'Peach'}",White,14.0,South Australia,"{'Rich', 'Toasty'}",2021.0,25<Price<=50,13.5<ABV<=14.5,Vintage>2020
"Petaluma 'Hanlin Hill' Riesling 2020/21, Clare Valley",37.32,Riesling,Screwcap,Australia,"{'Green Apple', 'Lemon', 'Blossom', 'Honey', 'Grapefruit', 'Lime', 'Cream', 'Citrus Fruit', 'Floral', 'Coconut'}",White,13.5,South Australia,"{'Fresh', 'Elegant'}",2020.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
Peter Lehmann '8 Songs' Shiraz 2016,34.65333333333333,Shiraz,Screwcap,Australia,{'nan'},Red,14.5,,{'nan'},2016.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Peter Lehmann Masters 'Margaret' Semillon 2013, Barossa Valley",33.32,Sémillon,Screwcap,Australia,"{'Honeysuckle', 'Lime', 'Floral', 'Butter', 'Grass', 'Passionfruit', 'Peach'}",White,13.0,South Australia,"{'Rich', 'Toasty'}",2013.0,25<Price<=50,12.5<ABV<=13.5,Vintage<=2015
Peter Lehmann 'Mentor' Cabernet Sauvignon 2014,34.65333333333333,Cabernet Sauvignon,Screwcap,Australia,{'nan'},Red,14.5,,{'nan'},2014.0,25<Price<=50,13.5<ABV<=14.5,Vintage<=2015
"Peter Lehmann 'The Barossan' Shiraz 2019 Magnum, Barossa",25.326666666666668,Shiraz,Screwcap,Australia,"{'Blackberry', 'Leather', 'Black Pepper', 'Smoke', 'Blackcurrant', 'Chocolate', 'Coffee', 'Blueberry', 'Black Plum'}",Red,14.5,South Australia,"{'Bold', 'Spicy'}",2019.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Peter Lehmann 'VSV' Shiraz 2016, Barossa",46.653333333333336,Shiraz,Screwcap,Australia,"{'Blackberry', 'Black Pepper', 'Black Plum', 'Vanilla'}",Red,14.5,South Australia,"{'Bold', 'Spicy'}",2016.0,25<Price<=50,13.5<ABV<=14.5,2015<Vintage<=2020
"Peter Lehmann 'Wigan' Riesling 2014, Barossa Valley",26.653333333333332,Riesling,Screwcap,Australia,"{'Petrol', 'Lime', 'Lemon', 'Green Apple'}",White,11.0,South Australia,"{'Aromatic', 'Floral'}",2014.0,25<Price<=50,ABV<=12.5,Vintage<=2015
"Peyrassol 'Le Clos' Rosé, Provence 2020",45.32,Tibouren,Natural Cork,France,"{'Grapefruit', 'Herbaceous', 'Strawberry', 'Floral', 'Raspberry', 'Peach'}",Rosé,12.5,Provence,"{'Delicate', 'Dry'}",2020.0,25<Price<=50,ABV<=12.5,2015<Vintage<=2020
"Philippe le Hardi 'Les Platanes d'Henri IV' 2019/20, Santenay",49.32,Chardonnay,Natural Cork,France,"{'Cream', 'Bread', 'Stone Fruit', 'Vanilla'}",White,13.5,Burgundy,"{'Rich', 'Toasty'}",2020.0,25<Price<=50,12.5<ABV<=13.5,2015<Vintage<=2020
